#{"t_start": 1680874795.764268, "env_id": null}
r,l,t
1.0,3,33.220668
1.0,3,33.221672
1.0,3,33.222664
1.0,3,33.223671
1.0,3,33.224753
1.0,3,33.225733
1.0,3,33.226641
1.0,3,33.227579
1.0,3,33.228501
1.0,3,33.229484
1.0,3,33.230438
1.0,3,33.231365
1.0,3,33.232304
1.0,3,33.233316
1.0,3,33.234431
1.0,3,33.235462
1.0,3,33.236391
1.0,3,33.237416
1.0,3,33.238551
1.0,3,33.239636
1.0,3,33.240606
1.0,3,33.241593
1.0,3,33.242627
1.0,3,33.243572
1.0,3,33.244745
1.0,3,33.24589
1.0,3,33.246955
1.0,3,33.247984
1.0,3,33.248919
1.0,3,33.249965
1.0,3,33.250923
1.0,3,33.251935
1.0,3,33.252959
1.0,3,33.253888
1.0,3,33.25495
1.0,3,33.255939
1.0,3,33.256893
1.0,3,33.257934
1.0,3,33.259036
1.0,3,33.260164
1.0,3,33.261234
1.0,3,33.262317
1.0,3,33.26329
1.0,3,33.264313
1.0,3,33.26533
1.0,3,33.26637
1.0,3,33.267324
1.0,3,33.268292
1.0,3,33.269216
1.0,3,33.270141
1.0,3,33.271139
1.0,3,33.272196
1.0,3,33.273308
1.0,3,33.274305
1.0,3,33.2753
1.0,3,33.27635
1.0,3,33.277352
1.0,3,33.278464
1.0,3,33.279433
1.0,3,33.280377
1.0,3,33.281341
1.0,3,33.28239
1.0,3,33.283549
1.0,3,33.284571
1.0,3,33.285506
1.0,3,33.286527
1.0,3,33.287617
1.0,3,33.28853
1.0,3,33.289534
1.0,3,33.290618
1.0,3,33.291739
1.0,3,33.292857
1.0,3,33.293909
1.0,3,33.295018
1.0,3,33.296025
1.0,3,33.296965
1.0,3,33.297977
1.0,3,33.299016
1.0,3,33.300134
1.0,3,33.301151
1.0,3,33.302235
1.0,3,33.303329
1.0,3,33.304457
1.0,3,33.305462
1.0,3,33.306584
1.0,3,33.30772
1.0,3,33.30883
1.0,3,33.30981
1.0,3,33.310841
1.0,3,33.311855
1.0,3,33.31291
1.0,3,33.313977
1.0,3,33.315038
1.0,3,33.316134
1.0,3,33.317124
1.0,3,33.318161
1.0,3,33.319217
1.0,3,33.32028
1.0,3,33.321322
1.0,3,33.322303
1.0,3,33.323232
1.0,3,33.324276
1.0,3,33.325314
1.0,3,33.326235
1.0,3,33.327193
1.0,3,33.32811
1.0,3,33.329025
1.0,3,33.329933
1.0,3,33.331039
1.0,3,33.332013
1.0,3,33.33296
1.0,3,33.33402
1.0,3,33.335184
1.0,3,33.336227
1.0,3,33.337292
1.0,3,33.338268
1.0,3,33.339316
1.0,3,33.340292
1.0,3,33.341322
1.0,3,33.342295
1.0,3,33.34329
1.0,3,33.344268
1.0,3,33.345214
1.0,3,33.346281
1.0,3,33.347334
1.0,3,33.348296
1.0,3,33.349315
1.0,3,33.350363
1.0,3,33.351363
1.0,3,33.352426
1.0,3,33.35357
1.0,3,33.354568
1.0,3,33.355619
1.0,3,33.356649
1.0,3,33.357636
1.0,3,33.358623
1.0,3,33.359602
1.0,3,33.360539
1.0,3,33.3615
1.0,3,33.362442
1.0,3,33.363568
1.0,3,33.364578
1.0,3,33.36567
1.0,3,33.36674
1.0,3,33.367673
1.0,3,33.368589
1.0,3,33.369529
1.0,3,33.370542
1.0,3,33.371495
1.0,3,33.372437
1.0,3,33.37342
1.0,3,33.374485
1.0,3,33.375505
1.0,3,33.376465
1.0,3,33.377422
1.0,3,33.378333
1.0,3,33.379253
1.0,3,33.380231
1.0,3,33.381283
1.0,3,33.382173
1.0,3,33.383062
1.0,3,33.384041
1.0,3,33.384964
1.0,3,33.385885
1.0,3,33.386791
1.0,3,33.387692
1.0,3,33.388646
1.0,3,33.389593
1.0,3,33.390584
1.0,3,33.391684
1.0,3,33.392666
1.0,3,33.39361
1.0,3,33.39458
1.0,3,33.395543
1.0,3,33.39661
1.0,3,33.397679
1.0,3,33.398641
1.0,3,33.399575
1.0,3,33.40054
1.0,3,33.401539
1.0,3,33.402471
1.0,3,33.403568
1.0,3,33.404552
1.0,3,33.405523
1.0,3,33.406502
1.0,3,33.407604
1.0,3,33.408566
1.0,3,33.409524
1.0,3,33.410439
1.0,3,33.411479
1.0,3,33.412545
1.0,3,33.413697
1.0,3,33.414655
1.0,3,33.415717
1.0,3,33.416711
1.0,3,33.417797
1.0,3,33.418921
1.0,3,33.419916
1.0,3,33.420912
1.0,3,33.422056
1.0,3,33.423217
1.0,3,33.424185
1.0,3,33.425114
1.0,3,33.426063
1.0,3,33.427005
1.0,3,33.427919
1.0,3,33.428871
1.0,3,33.429863
1.0,3,33.430931
1.0,3,33.43198
1.0,3,33.432961
1.0,3,33.433933
1.0,3,33.434881
1.0,3,33.435925
1.0,3,33.43695
1.0,3,33.438035
1.0,3,33.438987
1.0,3,33.440041
1.0,3,33.441047
1.0,3,33.442078
1.0,3,33.443134
1.0,3,33.444192
1.0,3,33.445266
1.0,3,33.446382
1.0,3,33.44756
1.0,3,33.448595
1.0,3,33.449751
1.0,3,33.450886
1.0,3,33.451854
1.0,3,33.452825
1.0,3,33.453784
1.0,3,33.454906
1.0,3,33.455964
1.0,3,33.456904
1.0,3,33.457858
1.0,3,33.459068
1.0,3,33.460209
1.0,3,33.461179
1.0,3,33.462104
1.0,3,33.463018
1.0,3,33.464034
1.0,3,33.465105
1.0,3,33.465999
1.0,3,33.466896
1.0,3,33.467785
1.0,3,33.468658
1.0,3,33.469531
1.0,3,33.470499
1.0,3,33.471384
1.0,3,33.472245
1.0,3,33.473098
1.0,3,33.473965
1.0,3,33.475176
1.0,3,33.476399
1.0,3,33.477386
1.0,3,33.478521
1.0,3,33.479568
1.0,3,33.480569
1.0,3,33.48165
1.0,3,33.48269
1.0,3,33.483633
1.0,3,33.484665
1.0,3,33.485731
1.0,3,33.486815
1.0,3,33.487779
1.0,3,33.488729
1.0,3,33.489768
1.0,3,33.490899
1.0,3,33.492051
1.0,3,33.493139
1.0,3,33.494118
1.0,3,33.49517
1.0,3,33.496306
1.0,3,33.497449
1.0,3,33.498485
1.0,3,33.49947
1.0,3,33.500553
1.0,3,33.501614
1.0,3,33.502761
1.0,3,33.503934
1.0,3,33.504891
1.0,3,33.505857
1.0,3,33.507022
1.0,3,33.507956
1.0,3,33.509025
1.0,3,33.509969
1.0,3,33.510867
1.0,3,33.511825
1.0,3,33.512735
1.0,3,33.513647
1.0,3,33.514621
1.0,3,33.515689
1.0,3,33.516758
1.0,3,33.517694
1.0,3,33.518606
1.0,3,33.519599
1.0,3,33.520541
1.0,3,33.521567
1.0,3,33.522538
1.0,3,33.523464
1.0,3,33.524526
1.0,3,33.525572
1.0,3,33.526643
1.0,3,33.527733
1.0,3,33.528686
1.0,3,33.529647
1.0,3,33.530578
1.0,3,33.531577
1.0,3,33.532614
1.0,3,33.533543
1.0,3,33.534575
1.0,3,33.535494
1.0,3,33.536432
1.0,3,33.537397
1.0,3,33.538382
1.0,3,33.539306
1.0,3,33.540332
1.0,3,33.541294
1.0,3,33.542325
1.0,3,33.543306
1.0,3,33.544314
1.0,3,33.545377
1.0,3,33.546353
1.0,3,33.547251
1.0,3,33.548241
1.0,3,33.54922
1.0,3,33.550175
1.0,3,33.551114
1.0,3,33.552046
1.0,3,33.553077
1.0,3,33.554286
1.0,3,33.555277
1.0,3,33.556187
1.0,3,33.557194
1.0,3,33.558357
1.0,3,33.559308
1.0,3,33.560251
1.0,3,33.5612
1.0,3,33.562101
1.0,3,33.563014
1.0,3,33.563992
1.0,3,33.565013
1.0,3,33.566044
1.0,3,33.567157
1.0,3,33.568141
1.0,3,33.569024
1.0,3,33.569915
1.0,3,33.570812
1.0,3,33.571712
1.0,3,33.57267
1.0,3,33.573697
1.0,3,33.574678
1.0,3,33.575681
1.0,3,33.576734
1.0,3,33.577734
1.0,3,33.578751
1.0,3,33.579943
1.0,3,33.5809
1.0,3,33.581948
1.0,3,33.582906
1.0,3,33.583835
1.0,3,33.584818
1.0,3,33.585777
1.0,3,33.586741
1.0,3,33.587633
1.0,3,33.588547
1.0,3,33.589438
1.0,3,33.590416
1.0,3,33.591417
1.0,3,33.59247
1.0,3,33.593512
1.0,3,33.594484
1.0,3,33.595474
1.0,3,33.596393
1.0,3,33.597471
1.0,3,33.598526
1.0,3,33.599499
1.0,3,33.600489
1.0,3,33.601518
1.0,3,33.602664
1.0,3,33.603632
1.0,3,33.604586
1.0,3,33.605525
1.0,3,33.606466
1.0,3,33.607411
1.0,3,33.608476
1.0,3,33.609435
1.0,3,33.610436
1.0,3,33.611432
1.0,3,33.612383
1.0,3,33.613327
1.0,3,33.614278
1.0,3,33.615278
1.0,3,33.616328
1.0,3,33.617377
1.0,3,33.618321
1.0,3,33.619247
1.0,3,33.620156
1.0,3,33.621089
1.0,3,33.622007
1.0,3,33.623062
1.0,3,33.624271
1.0,3,33.62537
1.0,3,33.626458
1.0,3,33.627621
1.0,3,33.628738
1.0,3,33.629716
1.0,3,33.630743
1.0,3,33.631725
1.0,3,33.632666
1.0,3,33.633728
1.0,3,33.634712
1.0,3,33.635641
1.0,3,33.636565
1.0,3,33.637525
1.0,3,33.638431
1.0,3,33.639357
1.0,3,33.640341
1.0,3,33.641285
1.0,3,33.64243
1.0,3,33.643419
1.0,3,33.644363
1.0,3,33.645306
1.0,3,33.646295
1.0,3,33.647228
1.0,3,33.648201
1.0,3,33.649126
1.0,3,33.65022
1.0,3,33.651203
1.0,3,33.652137
1.0,3,33.653124
1.0,3,33.654135
1.0,3,33.655165
1.0,3,33.65621
1.0,3,33.657145
1.0,3,33.658095
1.0,3,33.659003
1.0,3,33.659986
1.0,3,33.661118
1.0,3,33.662207
1.0,3,33.663124
1.0,3,33.664075
1.0,3,33.665039
1.0,3,33.665952
1.0,3,33.666874
1.0,3,33.667798
1.0,3,33.668729
1.0,3,33.669667
1.0,3,33.67069
1.0,3,33.671702
1.0,3,33.672661
1.0,3,33.673646
1.0,3,33.674689
1.0,3,33.675733
1.0,3,33.676734
1.0,3,33.677678
1.0,3,33.678793
1.0,3,33.679887
1.0,3,33.680854
1.0,3,33.68181
1.0,3,33.6828
1.0,3,33.68375
1.0,3,33.684784
1.0,3,33.685917
1.0,3,33.6869
1.0,3,33.68799
1.0,3,33.688982
1.0,3,33.689891
1.0,3,33.690827
1.0,3,33.691777
1.0,3,33.692702
1.0,3,33.693644
1.0,3,33.694743
1.0,3,33.69578
1.0,3,33.69682
1.0,3,33.697815
1.0,3,33.698963
1.0,3,33.700078
1.0,3,33.701064
1.0,3,33.70214
1.0,3,33.703083
1.0,3,33.704041
1.0,3,33.705082
1.0,3,33.706051
1.0,3,33.707021
1.0,3,33.708063
1.0,3,33.709004
1.0,3,33.70997
1.0,3,33.711032
1.0,3,33.711981
1.0,3,33.712972
1.0,3,33.714085
1.0,3,33.715112
1.0,3,33.716007
1.0,3,33.717117
1.0,3,33.7181
1.0,3,33.71916
1.0,3,33.720237
1.0,3,33.721171
1.0,3,33.7221
1.0,3,33.723059
1.0,3,33.723961
1.0,3,33.724943
1.0,3,33.726081
1.0,3,33.727066
1.0,3,33.728018
1.0,3,33.728962
1.0,3,33.729893
1.0,3,33.730874
1.0,3,33.731939
1.0,3,33.733013
1.0,3,33.734057
1.0,3,33.735184
1.0,3,33.736161
1.0,3,33.737226
1.0,3,33.738179
1.0,3,33.739205
1.0,3,33.740211
1.0,3,33.741209
1.0,3,33.742264
1.0,3,33.743317
1.0,3,33.744264
1.0,3,33.74524
1.0,3,33.746255
1.0,3,33.747172
1.0,3,33.748081
1.0,3,33.749039
1.0,3,33.749983
1.0,3,33.750916
1.0,3,33.751916
1.0,3,33.753041
1.0,3,33.754022
1.0,3,33.754987
1.0,3,33.756045
1.0,3,33.75697
1.0,3,33.758032
1.0,3,33.759063
1.0,3,33.760176
1.0,3,33.761102
1.0,3,33.762056
1.0,3,33.763141
1.0,3,33.764106
1.0,3,33.765029
1.0,3,33.766092
1.0,3,33.767147
1.0,3,33.768193
1.0,3,33.769232
1.0,3,33.770392
1.0,3,33.771346
1.0,3,33.772353
1.0,3,33.773451
1.0,3,33.774441
1.0,3,33.775599
1.0,3,33.776812
1.0,3,33.777818
1.0,3,33.778949
1.0,3,33.779992
1.0,3,33.781045
1.0,3,33.782134
1.0,3,33.783211
1.0,3,33.784224
1.0,3,33.785295
1.0,3,33.786371
1.0,3,33.787374
1.0,3,33.788536
1.0,3,33.789725
1.0,3,33.790709
1.0,3,33.791622
1.0,3,33.792677
1.0,3,33.793641
1.0,3,33.794588
1.0,3,33.795556
1.0,3,33.796575
1.0,3,33.797589
1.0,3,33.798619
1.0,3,33.799648
1.0,3,33.800701
1.0,3,33.801762
1.0,3,33.802704
1.0,3,33.80385
1.0,3,33.804858
1.0,3,33.805777
1.0,3,33.806899
1.0,3,33.807964
1.0,3,33.809031
1.0,3,33.810131
1.0,3,33.81123
1.0,3,33.812293
1.0,3,33.813268
1.0,3,33.814195
1.0,3,33.815304
1.0,3,33.816259
1.0,3,33.817201
1.0,3,33.818286
1.0,3,33.819325
1.0,3,33.820401
1.0,3,33.821449
1.0,3,33.822515
1.0,3,33.823623
1.0,3,33.82473
1.0,3,33.825714
1.0,3,33.826637
1.0,3,33.827571
1.0,3,33.828514
1.0,3,33.829529
1.0,3,33.830544
1.0,3,33.831635
1.0,3,33.83271
1.0,3,33.833667
1.0,3,33.834618
1.0,3,33.83579
1.0,3,33.836801
1.0,3,33.837827
1.0,3,33.838884
1.0,3,33.839842
1.0,3,33.840762
1.0,3,33.841686
1.0,3,33.842637
1.0,3,33.843568
1.0,3,33.84461
1.0,3,33.845547
1.0,3,33.846445
1.0,3,33.847336
1.0,3,33.848228
1.0,3,33.8491
1.0,3,33.85005
1.0,3,33.851027
1.0,3,33.852067
1.0,3,33.853214
1.0,3,33.854133
1.0,3,33.85524
1.0,3,33.856206
1.0,3,33.857129
1.0,3,33.858329
1.0,3,33.859379
1.0,3,33.860343
1.0,3,33.861284
1.0,3,33.862186
1.0,3,33.863095
1.0,3,33.864145
1.0,3,33.865288
1.0,3,33.866252
1.0,3,33.867234
1.0,3,33.868244
1.0,3,33.869275
1.0,3,33.87027
1.0,3,33.871186
1.0,3,33.872075
1.0,3,33.872954
1.0,3,33.873898
1.0,3,33.874793
1.0,3,33.875683
1.0,3,33.876556
1.0,3,33.877498
1.0,3,33.878455
1.0,3,33.87935
1.0,3,33.880237
1.0,3,33.881129
1.0,3,33.882065
1.0,3,33.883022
1.0,3,33.883938
1.0,3,33.884849
1.0,3,33.885835
1.0,3,33.886749
1.0,3,33.887666
1.0,3,33.888636
1.0,3,33.889597
1.0,3,33.890491
1.0,3,33.89141
1.0,3,33.892321
1.0,3,33.893359
1.0,3,33.894261
1.0,3,33.895244
1.0,3,33.896371
1.0,3,33.897522
1.0,3,33.898513
1.0,3,33.899596
1.0,3,33.90067
1.0,3,33.901664
1.0,3,33.90276
1.0,3,33.903746
1.0,3,33.904894
1.0,3,33.905973
1.0,3,33.907109
1.0,3,33.908122
1.0,3,33.909036
1.0,3,33.909939
1.0,3,33.910936
1.0,3,33.911898
1.0,3,33.912869
1.0,3,33.913798
1.0,3,33.914846
1.0,3,33.915746
1.0,3,33.916661
1.0,3,33.917724
1.0,3,33.918866
1.0,3,33.919858
1.0,3,33.920864
1.0,3,33.921813
1.0,3,33.922792
1.0,3,33.923718
1.0,3,33.924678
1.0,3,33.925752
1.0,3,33.926816
1.0,3,33.927747
1.0,3,33.928705
1.0,3,33.929801
1.0,3,33.930774
1.0,3,33.931837
1.0,3,33.932878
1.0,3,33.933858
1.0,3,33.934956
1.0,3,33.935997
1.0,3,33.936938
1.0,3,33.937971
1.0,3,33.938964
1.0,3,33.939936
1.0,3,33.940866
1.0,3,33.941821
1.0,3,33.942742
1.0,3,33.943701
1.0,3,33.944691
1.0,3,33.945837
1.0,3,33.946891
1.0,3,33.948071
1.0,3,33.949008
1.0,3,33.950007
1.0,3,33.951114
1.0,3,33.952204
1.0,3,33.953163
1.0,3,33.954134
1.0,3,33.955077
1.0,3,33.956138
1.0,3,33.95709
1.0,3,33.958088
1.0,3,33.959189
1.0,3,33.960188
1.0,3,33.961115
1.0,3,33.962032
1.0,3,33.962945
1.0,3,33.963886
1.0,3,33.964879
1.0,3,33.965852
1.0,3,33.966818
1.0,3,33.9677
1.0,3,33.968773
1.0,3,33.969919
1.0,3,33.971019
1.0,3,33.972051
1.0,3,33.973131
1.0,3,33.974077
1.0,3,33.975074
1.0,3,33.976004
1.0,3,33.976989
1.0,3,33.978045
1.0,3,33.978996
1.0,3,33.980006
1.0,3,33.981087
1.0,3,33.98204
1.0,3,33.983009
1.0,3,33.984025
1.0,3,33.985145
1.0,3,33.986094
1.0,3,33.987044
1.0,3,33.987973
1.0,3,33.988992
1.0,3,33.990037
1.0,3,33.990997
1.0,3,33.991899
1.0,3,33.992801
1.0,3,33.993871
1.0,3,33.994839
1.0,3,33.9959
1.0,3,33.996937
1.0,3,33.997876
1.0,3,33.998927
1.0,3,33.999865
1.0,3,34.000892
1.0,3,34.001845
1.0,3,34.00284
1.0,3,34.003849
1.0,3,34.004827
1.0,3,34.005747
1.0,3,34.006935
1.0,3,34.007932
1.0,3,34.008846
1.0,3,34.009813
1.0,3,34.010851
1.0,3,34.011799
1.0,3,34.012862
1.0,3,34.013826
1.0,3,34.014838
1.0,3,34.015821
1.0,3,34.016841
1.0,3,34.017859
1.0,3,34.018873
1.0,3,34.019993
1.0,3,34.020989
1.0,3,34.02196
1.0,3,34.022896
1.0,3,34.024007
1.0,3,34.025115
1.0,3,34.026076
1.0,3,34.027024
1.0,3,34.028039
1.0,3,34.029103
1.0,3,34.030093
1.0,3,34.031078
1.0,3,34.032111
1.0,3,34.033168
1.0,3,34.034131
1.0,3,34.035253
1.0,3,34.036239
1.0,3,34.037194
1.0,3,34.038198
1.0,3,34.039121
1.0,3,34.040231
1.0,3,34.041259
1.0,3,34.042303
1.0,3,34.043457
1.0,3,34.04462
1.0,3,34.045686
1.0,3,34.046727
1.0,3,34.047722
1.0,3,34.048776
1.0,3,34.049899
1.0,3,34.050903
1.0,3,34.051914
1.0,3,34.05286
1.0,3,34.053901
1.0,3,34.055072
1.0,3,34.056191
1.0,3,34.057156
1.0,3,34.058256
1.0,3,34.059238
1.0,3,34.06021
1.0,3,34.061152
1.0,3,34.06211
1.0,3,34.063053
1.0,3,34.063977
1.0,3,34.064907
1.0,3,34.066076
1.0,3,34.067115
1.0,3,34.068065
1.0,3,34.06895
1.0,3,34.069824
1.0,3,34.070883
1.0,3,34.071916
1.0,3,34.072948
1.0,3,34.074017
1.0,3,34.074925
1.0,3,34.07581
1.0,3,34.076689
1.0,3,34.07762
1.0,3,34.078594
1.0,3,34.079616
1.0,3,34.080621
1.0,3,34.081625
1.0,3,34.082752
1.0,3,34.083686
1.0,3,34.084639
1.0,3,34.085555
1.0,3,34.086521
1.0,3,34.087462
1.0,3,34.088488
1.0,3,34.089523
1.0,3,34.090479
1.0,3,34.091463
1.0,3,34.092555
1.0,3,34.093582
1.0,3,34.094519
1.0,3,34.095414
1.0,3,34.096355
1.0,3,34.097357
1.0,3,34.098352
1.0,3,34.099333
1.0,3,34.100331
1.0,3,34.101292
1.0,3,34.102372
1.0,3,34.103406
1.0,3,34.104394
1.0,3,34.105478
1.0,3,34.106483
1.0,3,34.107383
1.0,3,34.108311
1.0,3,34.109417
1.0,3,34.110508
1.0,3,34.111492
1.0,3,34.112573
1.0,3,34.113599
1.0,3,34.114495
1.0,3,34.115498
1.0,3,34.116547
1.0,3,34.117501
1.0,3,34.118419
1.0,3,34.11939
1.0,3,34.120303
1.0,3,34.121246
1.0,3,34.122193
1.0,3,34.123209
1.0,3,34.124203
1.0,3,34.125121
1.0,3,34.126202
1.0,3,34.127188
1.0,3,34.128154
1.0,3,34.129191
1.0,3,34.130238
1.0,3,34.131251
1.0,3,34.132305
1.0,3,34.133399
1.0,3,34.13444
1.0,3,34.13555
1.0,3,34.13667
1.0,3,34.137808
1.0,3,34.13895
1.0,3,34.139948
1.0,3,34.140917
1.0,3,34.14187
1.0,3,34.142871
1.0,3,34.143906
1.0,3,34.144979
1.0,3,34.146165
1.0,3,34.147193
1.0,3,34.148233
1.0,3,34.14922
1.0,3,34.150349
1.0,3,34.15135
1.0,3,34.152319
1.0,3,34.153354
1.0,3,34.154292
1.0,3,34.155242
1.0,3,34.156206
1.0,3,34.157237
1.0,3,34.158289
1.0,3,34.159211
1.0,3,34.160296
1.0,3,34.161289
1.0,3,34.162327
1.0,3,34.163332
1.0,3,34.164329
1.0,3,34.165263
1.0,3,34.166252
1.0,3,34.167375
1.0,3,34.16836
1.0,3,34.169287
1.0,3,34.170371
1.0,3,34.17145
1.0,3,34.172407
1.0,3,34.17336
1.0,3,34.17439
1.0,3,34.175347
1.0,3,34.176436
1.0,3,34.177427
1.0,3,34.178509
1.0,3,34.179693
1.0,3,34.180798
1.0,3,34.181736
1.0,3,34.182875
1.0,3,34.183883
1.0,3,34.1848
1.0,3,34.185749
1.0,3,34.186681
1.0,3,34.187613
1.0,3,34.188612
1.0,3,34.189781
1.0,3,34.19074
1.0,3,34.191781
1.0,3,34.192946
1.0,3,34.193985
1.0,3,34.194993
1.0,3,34.196061
1.0,3,34.197069
1.0,3,34.198072
1.0,3,34.199142
1.0,3,34.200088
1.0,3,34.201089
1.0,3,34.202159
1.0,3,34.203082
1.0,3,34.2041
1.0,3,34.205167
1.0,3,34.206085
1.0,3,34.207207
1.0,3,34.208291
1.0,3,34.209272
1.0,3,34.210193
1.0,3,34.211155
1.0,3,34.212147
1.0,3,34.21308
1.0,3,34.214063
1.0,3,34.215037
1.0,3,34.216033
1.0,3,34.217108
1.0,3,34.218099
1.0,3,34.21923
1.0,3,34.220265
1.0,3,34.22122
1.0,3,34.222176
1.0,3,34.22312
1.0,3,34.224152
1.0,3,34.225083
1.0,3,34.226057
1.0,3,34.226999
1.0,3,34.227946
1.0,3,34.229059
1.0,3,34.230129
1.0,3,34.231134
1.0,3,34.232253
1.0,3,34.233433
1.0,3,34.234537
1.0,3,34.235641
1.0,3,34.236716
1.0,3,34.237975
1.0,3,34.239043
1.0,3,34.239973
1.0,3,34.241103
1.0,3,34.242075
1.0,3,34.243168
1.0,3,34.244148
1.0,3,34.245261
1.0,3,34.246164
1.0,3,34.247164
1.0,3,34.24821
1.0,3,34.249208
1.0,3,34.250191
1.0,3,34.251123
1.0,3,34.252049
1.0,3,34.25305
1.0,3,34.254027
1.0,3,34.255015
1.0,3,34.255948
1.0,3,34.256904
1.0,3,34.257855
1.0,3,34.258801
1.0,3,34.259719
1.0,3,34.260645
1.0,3,34.261565
1.0,3,34.262617
1.0,3,34.263554
1.0,3,34.264552
1.0,3,34.265628
1.0,3,34.266641
1.0,3,34.267652
1.0,3,34.268642
1.0,3,34.269734
1.0,3,34.270644
1.0,3,34.271582
1.0,3,34.272497
1.0,3,34.273475
1.0,3,34.274632
1.0,3,34.275626
1.0,3,34.276675
1.0,3,34.277622
1.0,3,34.278687
1.0,3,34.279814
1.0,3,34.28088
1.0,3,34.281848
1.0,3,34.282872
1.0,3,34.283884
1.0,3,34.284898
1.0,3,34.285828
1.0,3,34.286747
1.0,3,34.287685
1.0,3,34.288761
1.0,3,34.289743
1.0,3,34.290719
1.0,3,34.291856
1.0,3,34.292923
1.0,3,34.293886
1.0,3,34.294811
1.0,3,34.29576
1.0,3,34.296662
1.0,3,34.297655
1.0,3,34.298627
1.0,3,34.299723
1.0,3,34.300874
1.0,3,34.301875
1.0,3,34.302885
1.0,3,34.303868
1.0,3,34.304834
1.0,3,34.305896
1.0,3,34.30701
1.0,3,34.308009
1.0,3,34.308931
1.0,3,34.309838
1.0,3,34.310746
1.0,3,34.311757
1.0,3,34.312781
1.0,3,34.313858
1.0,3,34.314812
1.0,3,34.315835
1.0,3,34.316892
1.0,3,34.317989
1.0,3,34.319111
1.0,3,34.320168
1.0,3,34.321137
1.0,3,34.322224
1.0,3,34.323271
1.0,3,34.324426
1.0,3,34.325462
1.0,3,34.326433
1.0,3,34.327567
1.0,3,34.328543
1.0,3,34.32956
1.0,3,34.330503
1.0,3,34.331493
1.0,3,34.332571
1.0,3,34.333577
1.0,3,34.334501
1.0,3,34.335456
1.0,3,34.33649
1.0,3,34.337618
1.0,3,34.338771
1.0,3,34.339778
1.0,3,34.340731
1.0,3,34.341835
1.0,3,34.342836
1.0,3,34.34394
1.0,3,34.345001
1.0,3,34.346054
1.0,3,34.347032
1.0,3,34.348109
1.0,3,34.349055
1.0,3,34.350037
1.0,3,34.35098
1.0,3,34.351877
1.0,3,34.3529
1.0,3,34.353863
1.0,3,34.354806
1.0,3,34.355747
1.0,3,34.356717
1.0,3,34.357766
1.0,3,34.358738
1.0,3,34.359736
1.0,3,34.360723
1.0,3,34.361668
1.0,3,34.362715
1.0,3,34.363727
1.0,3,34.364641
1.0,3,34.365543
1.0,3,34.366606
1.0,3,34.367699
1.0,3,34.368764
1.0,3,34.369724
1.0,3,34.370791
1.0,3,34.371881
1.0,3,34.372865
1.0,3,34.373802
1.0,3,34.374732
1.0,3,34.375774
1.0,3,34.376726
1.0,3,34.377684
1.0,3,34.378675
1.0,3,34.379803
1.0,3,34.380739
1.0,3,34.381747
1.0,3,34.382724
1.0,3,34.383771
1.0,3,34.384753
1.0,3,34.385683
1.0,3,34.386648
1.0,3,34.387599
1.0,3,34.388602
1.0,3,34.389555
1.0,3,34.390592
1.0,3,34.391674
1.0,3,34.392696
1.0,3,34.393852
1.0,3,34.395018
1.0,3,34.395938
1.0,3,34.396956
1.0,3,34.397949
1.0,3,34.398946
1.0,3,34.399986
1.0,3,34.400978
1.0,3,34.401995
1.0,3,34.403106
1.0,3,34.404075
1.0,3,34.40513
1.0,3,34.406182
1.0,3,34.407224
1.0,3,34.408231
1.0,3,34.40927
1.0,3,34.410413
1.0,3,34.411412
1.0,3,34.412396
1.0,3,34.413405
1.0,3,34.414357
1.0,3,34.415456
1.0,3,34.4167
1.0,3,34.417703
1.0,3,34.418768
1.0,3,34.419801
1.0,3,34.420813
1.0,3,34.421757
1.0,3,34.422636
1.0,3,34.423602
1.0,3,34.424525
1.0,3,34.425573
1.0,3,34.42657
1.0,3,34.427734
1.0,3,34.428846
1.0,3,34.429825
1.0,3,34.430841
1.0,3,34.431969
1.0,3,34.433009
1.0,3,34.434106
1.0,3,34.435066
1.0,3,34.436037
1.0,3,34.436938
1.0,3,34.437854
1.0,3,34.438769
1.0,3,34.439843
1.0,3,34.440972
1.0,3,34.441936
1.0,3,34.442966
1.0,3,34.444025
1.0,3,34.444957
1.0,3,34.445935
1.0,3,34.44701
1.0,3,34.44794
1.0,3,34.448931
1.0,3,34.449867
1.0,3,34.451007
1.0,3,34.451986
1.0,3,34.452968
1.0,3,34.454109
1.0,3,34.455133
1.0,3,34.456225
1.0,3,34.457169
1.0,3,34.458102
1.0,3,34.459047
1.0,3,34.460001
1.0,3,34.460974
1.0,3,34.46202
1.0,3,34.463047
1.0,3,34.464179
1.0,3,34.465246
1.0,3,34.466377
1.0,3,34.467322
1.0,3,34.468264
1.0,3,34.469229
1.0,3,34.470159
1.0,3,34.471073
1.0,3,34.472073
1.0,3,34.473065
1.0,3,34.474084
1.0,3,34.475155
1.0,3,34.476052
1.0,3,34.477333
1.0,3,34.478341
1.0,3,34.479373
1.0,3,34.480464
1.0,3,34.481549
1.0,3,34.482718
1.0,3,34.483792
1.0,3,34.484859
1.0,3,34.485996
1.0,3,34.487187
1.0,3,34.488228
1.0,3,34.489293
1.0,3,34.490254
1.0,3,34.491349
1.0,3,34.492583
1.0,3,34.493775
1.0,3,34.494826
1.0,3,34.495883
1.0,3,34.49687
1.0,3,34.497893
1.0,3,34.498872
1.0,3,34.499873
