#{"t_start": 1680874795.764268, "env_id": null}
r,l,t
1.0,4,16.138324
1.0,4,16.140355
1.0,3,16.142005
1.0,4,16.143926
0.0,4,16.145914
0.75,4,16.147762
1.0,3,16.149314
0.0,4,16.151338
0.75,4,16.153385
0.5,4,16.155287
1.0,3,16.156935
1.0,4,16.158793
1.0,4,16.16081
0.75,4,16.162827
0.75,4,16.164612
1.0,3,16.166058
1.0,4,16.168136
1.0,3,16.169697
1.0,4,16.171513
1.0,3,16.173052
1.0,3,16.174526
1.0,4,16.176725
1.0,3,16.178219
1.0,4,16.18025
1.0,3,16.181789
0.25,4,16.183602
1.0,3,16.185043
0.75,4,16.187082
0.75,4,16.188934
1.0,3,16.190276
1.0,3,16.191749
1.0,3,16.193136
0.75,4,16.195084
1.0,4,16.197139
1.0,3,16.198608
1.0,4,16.200538
0.75,4,16.2023
0.25,4,16.204101
1.0,3,16.205525
0.75,4,16.207517
1.0,4,16.209418
1.0,4,16.211248
1.0,4,16.213195
0.75,4,16.215252
1.0,3,16.216648
1.0,3,16.218252
1.0,3,16.219718
1.0,3,16.22124
1.0,4,16.223125
0.75,4,16.225144
1.0,3,16.226568
1.0,3,16.228035
1.0,4,16.230083
0.75,4,16.232091
1.0,3,16.233468
1.0,3,16.235053
1.0,4,16.237044
0.75,4,16.239091
1.0,4,16.240968
1.0,3,16.242368
1.0,3,16.24392
1.0,3,16.245479
1.0,3,16.246857
1.0,4,16.248716
1.0,4,16.250623
0.0,4,16.252677
1.0,4,16.254596
0.75,4,16.256532
1.0,3,16.25819
0.75,4,16.260136
1.0,3,16.261591
0.75,4,16.263717
0.75,4,16.265747
1.0,3,16.267137
1.0,4,16.269125
0.5,4,16.271127
0.75,4,16.273181
0.75,4,16.275119
0.5,4,16.277065
1.0,3,16.278436
1.0,4,16.280251
1.0,3,16.281669
1.0,3,16.283132
1.0,4,16.285091
0.75,4,16.287133
1.0,3,16.288516
1.0,3,16.290117
0.75,4,16.292107
1.0,3,16.293609
0.75,4,16.295588
1.0,4,16.297649
1.0,4,16.299728
1.0,3,16.301091
0.75,4,16.303041
1.0,3,16.304493
1.0,4,16.306495
0.75,4,16.308559
1.0,3,16.310107
1.0,4,16.312089
1.0,4,16.31396
1.0,3,16.315428
1.0,4,16.317575
0.5,4,16.319449
0.75,4,16.321502
0.75,4,16.323463
1.0,4,16.325578
1.0,4,16.327466
1.0,3,16.32892
1.0,3,16.330343
0.75,4,16.332262
1.0,3,16.333704
1.0,3,16.335157
1.0,4,16.337178
1.0,3,16.338788
0.5,4,16.340825
1.0,3,16.342278
0.75,4,16.344309
1.0,3,16.345895
1.0,3,16.347413
0.75,4,16.349205
1.0,3,16.350651
1.0,3,16.352139
1.0,3,16.353566
1.0,3,16.354932
1.0,4,16.356906
1.0,3,16.35837
0.75,4,16.360429
1.0,4,16.362394
0.0,4,16.36438
0.0,4,16.366506
1.0,4,16.368435
0.75,4,16.370161
0.75,4,16.371884
0.75,4,16.373837
1.0,3,16.37524
0.75,4,16.37719
1.0,4,16.37922
1.0,4,16.381199
1.0,4,16.383195
0.75,4,16.385196
1.0,3,16.386661
0.75,4,16.388616
0.75,4,16.390551
0.75,4,16.392503
1.0,3,16.39386
1.0,3,16.395462
1.0,3,16.396955
0.5,4,16.398839
1.0,3,16.400291
0.75,4,16.402274
0.5,4,16.404119
1.0,4,16.406058
1.0,3,16.407445
1.0,3,16.409043
1.0,3,16.410511
1.0,4,16.412645
0.0,4,16.414631
1.0,4,16.416755
1.0,4,16.41874
0.75,4,16.420678
0.75,4,16.422637
1.0,4,16.424698
1.0,4,16.426698
0.5,4,16.428694
1.0,4,16.430709
0.5,4,16.432747
0.75,4,16.434704
1.0,4,16.43676
1.0,3,16.438175
1.0,4,16.439919
1.0,4,16.44188
1.0,4,16.443776
0.75,4,16.44577
1.0,4,16.447728
1.0,3,16.44902
1.0,4,16.450748
1.0,3,16.452085
1.0,4,16.454016
1.0,3,16.455556
1.0,3,16.45708
0.25,4,16.458964
1.0,3,16.460569
0.75,4,16.462669
1.0,4,16.464681
1.0,3,16.466174
1.0,4,16.468298
0.5,4,16.470289
1.0,4,16.471966
0.75,4,16.473775
0.75,4,16.475672
0.5,4,16.477288
1.0,3,16.478722
0.75,4,16.481029
1.0,4,16.483219
0.5,4,16.485135
1.0,4,16.48726
1.0,4,16.489229
1.0,3,16.490635
0.75,4,16.492628
1.0,3,16.493985
0.75,4,16.496073
0.75,4,16.497992
1.0,3,16.499462
1.0,3,16.500969
0.75,4,16.502771
1.0,4,16.504613
1.0,3,16.506292
1.0,3,16.50781
1.0,3,16.509193
0.5,4,16.511171
0.0,4,16.513057
1.0,4,16.514933
1.0,4,16.516946
0.0,4,16.518761
0.75,4,16.520754
1.0,3,16.522194
1.0,4,16.524214
0.75,4,16.526311
1.0,3,16.527708
1.0,3,16.529062
1.0,3,16.530488
0.75,4,16.532479
1.0,3,16.53377
0.75,4,16.53565
1.0,3,16.53708
1.0,3,16.538545
1.0,3,16.539911
1.0,3,16.541424
0.75,4,16.543488
1.0,4,16.545616
1.0,4,16.547478
1.0,3,16.54914
1.0,3,16.55067
0.75,4,16.552812
1.0,4,16.554857
0.25,4,16.556849
1.0,3,16.558525
1.0,3,16.560068
0.75,4,16.561981
1.0,3,16.563479
1.0,3,16.565015
0.75,4,16.567024
1.0,4,16.56927
1.0,3,16.570762
1.0,4,16.572741
1.0,3,16.574289
1.0,3,16.575691
0.75,4,16.577559
1.0,4,16.579473
1.0,4,16.58131
0.75,4,16.58319
1.0,3,16.584776
1.0,3,16.586198
0.5,4,16.588222
1.0,3,16.589741
1.0,3,16.591299
0.75,4,16.593359
1.0,3,16.594994
1.0,3,16.596392
1.0,4,16.59815
0.75,4,16.600241
0.0,4,16.602327
1.0,4,16.604361
0.75,4,16.606427
1.0,3,16.607994
1.0,3,16.609459
0.75,4,16.611401
1.0,3,16.612836
1.0,4,16.614959
0.75,4,16.616667
1.0,4,16.618335
0.75,4,16.620099
1.0,3,16.62154
1.0,4,16.623361
1.0,3,16.624986
0.0,4,16.627095
1.0,4,16.62904
1.0,4,16.631133
0.75,4,16.633049
1.0,3,16.634493
1.0,4,16.636534
1.0,3,16.637984
1.0,4,16.640037
1.0,3,16.641536
1.0,3,16.643144
1.0,4,16.645206
0.5,4,16.647052
0.5,4,16.649106
0.75,4,16.65105
1.0,3,16.652542
0.75,4,16.654424
1.0,3,16.655947
1.0,4,16.658
1.0,3,16.659451
1.0,4,16.661368
1.0,3,16.662884
1.0,4,16.665038
1.0,4,16.667132
1.0,3,16.668592
0.75,4,16.670576
0.75,4,16.672493
0.75,4,16.674476
1.0,3,16.675982
0.5,4,16.677988
1.0,4,16.680157
0.75,4,16.682343
1.0,4,16.684329
1.0,4,16.686295
0.75,4,16.688387
1.0,4,16.690392
1.0,4,16.692585
1.0,3,16.693993
0.5,4,16.695801
1.0,4,16.697646
1.0,3,16.699
1.0,3,16.70039
1.0,3,16.701726
0.75,4,16.703507
1.0,3,16.704995
1.0,4,16.707118
1.0,4,16.709015
1.0,3,16.710396
1.0,3,16.711817
0.75,4,16.713779
0.0,4,16.715802
1.0,3,16.717268
1.0,3,16.718846
1.0,4,16.720828
1.0,4,16.722969
0.5,4,16.724816
0.75,4,16.726799
0.75,4,16.728704
1.0,3,16.730171
1.0,3,16.731625
1.0,3,16.733106
1.0,3,16.734531
1.0,4,16.736512
0.0,4,16.738281
1.0,4,16.740085
1.0,4,16.741877
0.75,4,16.744084
1.0,3,16.745531
0.5,4,16.74744
0.75,4,16.749473
1.0,3,16.750996
0.5,4,16.752998
1.0,3,16.75457
1.0,4,16.756477
1.0,3,16.757949
1.0,3,16.759457
0.75,4,16.761365
1.0,3,16.762833
1.0,3,16.764334
1.0,3,16.76584
1.0,4,16.767788
0.5,4,16.769789
0.75,4,16.771746
1.0,3,16.773277
1.0,4,16.775295
1.0,4,16.777278
1.0,3,16.778925
0.75,4,16.780872
1.0,3,16.782328
1.0,3,16.783846
0.0,4,16.785797
0.75,4,16.787901
1.0,4,16.789872
0.75,4,16.791628
1.0,4,16.793635
0.25,4,16.795478
1.0,4,16.797602
0.75,4,16.799618
0.5,4,16.801739
1.0,4,16.803698
1.0,3,16.804973
0.0,4,16.807027
0.75,4,16.809038
0.75,4,16.811018
0.75,4,16.812962
0.75,4,16.814889
0.75,4,16.816941
1.0,4,16.818898
1.0,3,16.820308
0.5,4,16.822082
0.75,4,16.824001
1.0,4,16.825919
1.0,4,16.827888
0.75,4,16.829815
1.0,3,16.831313
1.0,3,16.832656
1.0,4,16.83454
1.0,3,16.836113
0.5,4,16.838234
1.0,3,16.839749
1.0,3,16.841138
1.0,4,16.843063
1.0,3,16.844508
1.0,4,16.846534
1.0,4,16.848598
0.75,4,16.850494
1.0,4,17.612289
1.0,4,17.614507
1.0,3,17.616224
0.75,4,17.618255
0.0,4,17.620389
1.0,3,17.62213
1.0,4,17.624348
1.0,4,17.626543
1.0,3,17.628265
0.5,4,17.630274
1.0,3,17.631886
1.0,3,17.633371
1.0,4,17.635215
1.0,3,17.636838
0.5,4,17.638785
1.0,3,17.640347
0.75,4,17.642389
1.0,3,17.643945
1.0,3,17.645574
1.0,3,17.647307
1.0,4,17.649414
1.0,3,17.650962
1.0,3,17.652522
1.0,4,17.654552
1.0,3,17.656091
0.75,4,17.657993
0.75,4,17.660157
1.0,3,17.661692
0.75,4,17.663693
1.0,3,17.665371
1.0,3,17.66682
0.75,4,17.668758
1.0,4,17.670698
1.0,3,17.672267
1.0,3,17.673771
1.0,3,17.675123
1.0,3,17.676547
0.25,4,17.678575
1.0,3,17.680118
1.0,3,17.681635
0.75,4,17.68366
1.0,4,17.685616
0.75,4,17.687451
0.75,4,17.689429
1.0,4,17.691469
1.0,3,17.692997
1.0,3,17.69442
0.25,4,17.696558
1.0,3,17.697979
1.0,3,17.699386
1.0,3,17.700755
1.0,4,17.702547
1.0,3,17.703975
0.75,4,17.706051
1.0,3,17.707599
1.0,4,17.70962
1.0,3,17.711095
1.0,4,17.713077
1.0,4,17.715065
1.0,3,17.716485
1.0,3,17.717808
1.0,3,17.719286
1.0,3,17.720918
1.0,3,17.722571
0.75,4,17.724687
1.0,3,17.726228
1.0,3,17.727594
1.0,4,17.729476
0.0,4,17.731503
0.75,4,17.733476
0.75,4,17.735453
1.0,3,17.736919
1.0,4,17.738734
1.0,3,17.740126
0.75,4,17.742014
1.0,3,17.743295
1.0,4,17.745139
1.0,4,17.746843
1.0,3,17.749541
1.0,3,17.751167
1.0,3,17.752766
0.75,4,17.75457
1.0,3,17.756221
0.5,4,17.758134
1.0,4,17.760046
1.0,4,17.7621
1.0,4,17.764167
1.0,3,17.765669
1.0,3,17.767149
1.0,3,17.768587
1.0,3,17.770143
1.0,4,17.772044
1.0,3,17.773656
1.0,4,17.775569
1.0,3,17.777037
1.0,3,17.778428
1.0,3,17.779908
1.0,3,17.781357
1.0,4,17.783216
1.0,3,17.784645
0.5,4,17.786483
1.0,4,17.788377
1.0,4,17.79025
1.0,3,17.791865
1.0,4,17.793772
1.0,3,17.79532
1.0,4,17.797231
1.0,3,17.798811
1.0,4,17.800856
1.0,4,17.802826
1.0,3,17.80438
1.0,4,17.80631
1.0,3,17.807842
1.0,3,17.809314
1.0,3,17.810812
1.0,4,17.812637
1.0,3,17.814104
1.0,3,17.815719
1.0,4,17.81766
1.0,4,17.819463
1.0,3,17.820954
1.0,3,17.822481
1.0,3,17.824011
0.75,4,17.826068
1.0,4,17.827956
0.75,4,17.829912
0.75,4,17.832025
1.0,4,17.833865
0.75,4,17.835653
1.0,3,17.837118
1.0,3,17.838695
1.0,3,17.840212
0.75,4,17.842062
1.0,3,17.843594
0.0,4,17.845529
1.0,4,17.84768
0.75,4,17.849743
1.0,3,17.851248
0.75,4,17.853113
0.75,4,17.855082
1.0,3,17.856589
1.0,4,17.858517
1.0,4,17.860492
1.0,3,17.862157
0.75,4,17.864136
1.0,3,17.865834
1.0,3,17.867412
0.5,4,17.869487
1.0,3,17.870994
0.75,4,17.873136
1.0,4,17.875204
0.5,4,17.877068
1.0,3,17.878619
1.0,3,17.88017
1.0,3,17.881628
0.75,4,17.883672
1.0,4,17.885524
1.0,4,17.887503
1.0,3,17.889096
1.0,4,17.891277
1.0,4,17.893274
1.0,4,17.895269
1.0,3,17.896684
0.5,4,17.898609
1.0,3,17.899974
1.0,4,17.901752
1.0,3,17.903235
1.0,4,17.905197
0.75,4,17.907085
1.0,4,17.908876
1.0,4,17.910851
1.0,3,17.912429
1.0,4,17.91441
1.0,3,17.91583
1.0,3,17.917356
1.0,4,17.919377
1.0,4,17.9214
1.0,3,17.922818
1.0,3,17.924299
1.0,3,17.925769
1.0,3,17.927355
0.75,4,17.929271
1.0,3,17.930647
0.75,4,17.932555
1.0,3,17.933982
1.0,4,17.936009
1.0,3,17.937563
1.0,3,17.939093
1.0,3,17.940482
1.0,4,17.942426
1.0,4,17.944471
1.0,3,17.946084
1.0,4,17.948098
1.0,3,17.949475
0.75,4,17.951277
1.0,3,17.952579
1.0,3,17.954101
0.75,4,17.956034
0.0,4,17.95811
1.0,4,17.960115
1.0,3,17.961571
1.0,3,17.963064
0.75,4,17.964896
1.0,3,17.966399
1.0,3,17.967932
1.0,3,17.969563
0.75,4,17.971563
1.0,4,17.973398
1.0,4,17.975463
1.0,4,17.977409
1.0,4,17.979407
1.0,3,17.98083
0.75,4,17.982589
0.5,4,17.984432
1.0,4,17.986414
1.0,4,17.988355
0.75,4,17.99034
0.75,4,17.992332
1.0,3,17.993798
1.0,3,17.995288
1.0,3,17.996921
1.0,4,17.999011
0.75,4,18.000929
1.0,3,18.002338
1.0,3,18.003746
1.0,3,18.005073
1.0,3,18.006518
1.0,4,18.008414
1.0,4,18.010488
1.0,3,18.01189
0.75,4,18.013982
0.75,4,18.015991
1.0,4,18.01811
1.0,3,18.019524
1.0,4,18.021479
1.0,3,18.022875
0.75,4,18.024787
1.0,3,18.026303
1.0,3,18.027668
0.75,4,18.029625
1.0,4,18.031615
1.0,4,18.033482
1.0,4,18.035448
1.0,3,18.036955
0.75,4,18.03893
1.0,3,18.040485
1.0,3,18.041983
1.0,3,18.043423
1.0,3,18.044883
0.75,4,18.046842
1.0,3,18.048361
0.5,4,18.050376
0.75,4,18.052411
1.0,3,18.053927
1.0,4,18.056004
1.0,4,18.057932
1.0,3,18.059377
1.0,3,18.060955
1.0,3,18.062469
1.0,4,18.064343
0.0,4,18.066324
1.0,3,18.067888
1.0,4,18.069775
0.75,4,18.071771
1.0,4,18.073871
1.0,3,18.075463
1.0,3,18.076905
1.0,4,18.078932
0.75,4,18.080746
1.0,4,18.082537
1.0,3,18.083869
1.0,4,18.085814
1.0,3,18.087266
0.5,4,18.089394
1.0,3,18.090909
0.75,4,18.092949
1.0,3,18.094374
1.0,3,18.095719
1.0,4,18.097736
1.0,3,18.09921
0.0,4,18.101304
1.0,3,18.102714
1.0,3,18.10408
1.0,3,18.105426
1.0,3,18.106805
1.0,4,18.108717
1.0,3,18.110142
0.75,4,18.112239
1.0,3,18.113648
0.75,4,18.115667
1.0,3,18.117243
0.75,4,18.119095
1.0,4,18.120966
1.0,3,18.122407
1.0,4,18.124402
1.0,3,18.12588
1.0,4,18.128002
1.0,3,18.129447
0.5,4,18.131396
1.0,3,18.132824
0.75,4,18.134731
0.0,4,18.136773
1.0,4,18.138833
0.75,4,18.140797
1.0,3,18.142133
0.5,4,18.144154
1.0,3,18.145665
0.75,4,18.147641
1.0,4,18.149491
1.0,4,18.151542
1.0,3,18.152997
1.0,3,18.154622
1.0,3,18.156196
1.0,3,18.157817
1.0,4,18.159808
1.0,3,18.161162
1.0,4,18.163215
1.0,3,18.164849
1.0,4,18.166821
1.0,4,18.168763
0.0,4,18.170789
1.0,4,18.172578
0.75,4,18.174559
0.75,4,18.176509
1.0,3,18.177891
0.75,4,18.179938
0.0,4,18.181897
1.0,3,18.183398
0.75,4,18.185277
1.0,3,18.186839
1.0,3,18.188378
1.0,3,18.189715
0.75,4,18.191682
1.0,4,18.193732
1.0,3,18.195255
1.0,4,18.197231
1.0,4,18.199229
1.0,4,18.201097
0.5,4,18.203144
0.75,4,18.205038
1.0,4,18.207015
0.5,4,18.209015
1.0,3,18.210594
0.75,4,18.212567
1.0,4,18.214606
0.5,4,18.216598
1.0,3,18.218215
1.0,3,18.21965
1.0,3,18.221019
1.0,4,18.223031
1.0,4,18.224955
1.0,4,18.226879
1.0,3,18.228393
1.0,3,18.229759
0.5,4,18.231785
1.0,3,18.233142
1.0,3,18.234649
1.0,4,18.236793
1.0,4,18.238839
1.0,4,18.240728
1.0,3,18.242144
1.0,4,18.244001
0.75,4,18.24614
1.0,4,18.248199
1.0,4,18.250313
0.5,4,18.25215
1.0,4,18.254115
1.0,4,18.256178
0.75,4,18.258181
0.0,4,18.259992
1.0,4,18.261957
1.0,3,18.263401
0.5,4,18.265452
1.0,3,18.266882
1.0,4,18.268747
0.75,4,18.270639
1.0,4,18.272358
1.0,3,18.273708
1.0,4,18.275752
1.0,3,18.277148
1.0,4,18.278921
1.0,4,18.280996
1.0,3,18.282535
1.0,3,18.284096
1.0,4,18.286004
0.75,4,18.288113
1.0,4,18.29007
1.0,3,18.291618
1.0,4,18.293572
1.0,3,18.295173
1.0,3,18.296612
1.0,3,18.298039
1.0,4,18.300076
1.0,3,18.301542
1.0,3,18.303188
0.5,4,18.305225
1.0,4,18.307257
0.5,4,18.309163
0.5,4,18.310887
1.0,3,18.312235
1.0,4,18.314026
1.0,3,18.315473
1.0,3,18.31703
1.0,3,18.318476
1.0,3,18.319882
1.0,3,18.321269
1.0,3,18.322709
1.0,3,18.324118
0.0,4,18.326057
1.0,3,18.327729
1.0,3,18.329111
1.0,3,18.330515
1.0,4,18.332501
1.0,4,18.334603
1.0,3,18.336261
1.0,3,18.337777
0.75,4,18.339723
1.0,3,18.341275
0.75,4,18.343265
1.0,4,18.345096
1.0,3,18.346551
1.0,3,18.34807
1.0,3,18.349589
1.0,3,18.351052
0.0,4,18.352981
1.0,3,18.354538
1.0,3,18.356057
1.0,3,18.357626
1.0,3,18.359195
1.0,3,18.360697
0.75,4,18.362763
1.0,3,18.364209
1.0,4,18.366333
1.0,3,18.367762
0.75,4,18.369813
1.0,4,18.371728
1.0,4,18.373609
1.0,3,18.374991
1.0,3,18.376335
0.75,4,18.378151
1.0,4,18.380263
1.0,3,18.381565
1.0,4,18.383333
1.0,4,18.385392
1.0,3,18.3873
0.5,4,18.397646
1.0,3,18.399162
1.0,3,18.400541
1.0,4,18.402435
1.0,3,18.404105
1.0,3,18.405568
0.75,4,18.407718
1.0,3,18.409166
1.0,3,18.410593
1.0,4,18.412511
1.0,3,18.414038
1.0,3,18.415542
1.0,3,18.417033
1.0,4,18.41894
1.0,3,18.420527
1.0,3,18.421894
1.0,3,18.42331
1.0,4,18.425325
1.0,4,18.427155
1.0,4,18.429048
1.0,3,18.430428
1.0,3,18.431879
1.0,3,18.43338
1.0,3,18.434719
1.0,4,18.436518
1.0,3,18.438052
1.0,4,18.439976
0.5,4,18.442149
1.0,4,18.444066
1.0,3,18.445599
1.0,3,18.446921
1.0,3,18.448297
1.0,3,18.44966
0.75,4,18.451511
1.0,4,18.453482
1.0,3,18.454843
1.0,3,18.456244
1.0,3,18.457761
1.0,3,18.459244
0.5,4,18.461251
1.0,3,18.462738
1.0,4,18.464879
1.0,3,18.466353
1.0,4,18.468212
1.0,3,18.469628
1.0,4,18.471525
1.0,4,18.473517
1.0,4,18.475623
0.75,4,18.477733
1.0,3,18.479278
0.75,4,18.48136
1.0,3,18.482935
1.0,4,18.484938
1.0,3,18.486517
1.0,3,18.488021
1.0,4,18.489903
1.0,3,18.491236
1.0,3,18.492519
1.0,3,18.493803
0.75,4,18.49552
1.0,3,18.49696
0.75,4,18.49905
1.0,4,18.501035
0.75,4,18.503144
1.0,3,18.504659
1.0,4,18.506726
1.0,4,18.50861
1.0,3,18.510147
1.0,4,18.512048
1.0,3,18.513507
1.0,3,18.514941
1.0,3,18.516267
1.0,4,18.518062
1.0,3,18.51956
0.75,4,18.521464
1.0,3,18.523088
1.0,3,18.524652
1.0,4,18.526648
0.75,4,18.528562
1.0,3,18.529946
1.0,4,18.532089
1.0,4,18.534037
0.5,4,18.535933
1.0,3,18.537354
0.75,4,18.539324
1.0,4,18.541356
1.0,4,18.543389
1.0,3,18.544743
1.0,3,18.546261
0.5,4,18.548233
1.0,3,18.549748
1.0,4,18.551781
1.0,3,18.553331
1.0,4,18.555171
1.0,4,18.557268
1.0,3,18.558884
1.0,3,18.560406
1.0,3,18.561886
0.75,4,18.56377
1.0,3,18.565294
1.0,3,18.566817
1.0,3,18.568203
0.5,4,18.570034
0.75,4,18.571983
1.0,3,18.573467
1.0,3,18.574793
1.0,3,18.576231
0.75,4,18.578196
1.0,3,18.579682
1.0,3,18.58112
1.0,3,18.58256
1.0,4,18.58445
0.0,4,18.58651
0.25,4,18.588421
1.0,3,18.589813
0.5,4,18.591684
1.0,3,18.593591
1.0,4,18.59542
1.0,3,18.596881
1.0,4,18.598715
1.0,3,18.599942
0.75,4,18.601515
0.75,4,18.603554
0.75,4,18.605324
1.0,3,18.607179
1.0,4,18.6091
1.0,3,18.610557
1.0,3,18.612225
1.0,4,18.614439
1.0,4,18.616641
1.0,3,18.618343
1.0,3,18.620014
1.0,4,18.622141
1.0,3,18.623557
1.0,3,18.625116
1.0,4,18.627014
1.0,3,18.628612
1.0,4,18.630613
1.0,3,18.632129
1.0,3,19.395654
1.0,3,19.397334
1.0,3,19.399018
1.0,3,19.400603
1.0,3,19.402248
1.0,4,19.404582
0.5,4,19.406899
1.0,3,19.40852
1.0,3,19.410054
1.0,4,19.411969
1.0,3,19.413624
1.0,4,19.415689
0.5,4,19.417676
1.0,3,19.419238
1.0,3,19.420638
1.0,4,19.422378
0.75,4,19.424273
1.0,3,19.425878
1.0,4,19.427959
1.0,4,19.429866
1.0,4,19.43206
1.0,3,19.433559
1.0,3,19.434974
1.0,3,19.43647
1.0,3,19.437859
1.0,3,19.439204
1.0,3,19.440655
1.0,3,19.442079
1.0,3,19.44372
0.75,4,19.445619
0.75,4,19.447634
0.75,4,19.449645
1.0,4,19.451617
1.0,3,19.453046
1.0,3,19.454413
1.0,3,19.455732
1.0,3,19.457212
1.0,3,19.458912
1.0,3,19.46053
1.0,3,19.46198
1.0,3,19.463411
1.0,3,19.464794
1.0,3,19.466423
1.0,3,19.467982
1.0,3,19.469496
1.0,3,19.470852
1.0,3,19.472309
1.0,4,19.473959
1.0,4,19.475906
0.75,4,19.478134
1.0,3,19.479647
1.0,3,19.481421
1.0,4,19.483667
1.0,3,19.485248
1.0,3,19.486903
1.0,3,19.488367
0.5,4,19.490445
1.0,3,19.491994
1.0,4,19.494217
1.0,3,19.495621
1.0,3,19.497172
1.0,4,19.499207
0.75,4,19.501231
1.0,4,19.503237
1.0,4,19.505367
0.75,4,19.507473
1.0,3,19.509208
1.0,4,19.511252
1.0,3,19.512717
1.0,3,19.51419
1.0,3,19.515794
1.0,4,19.517866
1.0,4,19.51996
1.0,3,19.521414
1.0,4,19.523362
1.0,4,19.525381
1.0,3,19.526935
1.0,3,19.528526
1.0,3,19.530097
1.0,4,19.532156
1.0,3,19.533563
1.0,3,19.534935
1.0,3,19.536389
1.0,3,19.537779
1.0,4,19.539838
1.0,3,19.541199
1.0,4,19.54299
1.0,3,19.544446
1.0,4,19.546447
1.0,4,19.548521
1.0,3,19.550018
1.0,3,19.551367
1.0,3,19.552845
1.0,3,19.55436
1.0,3,19.555921
1.0,4,19.558086
1.0,3,19.559607
1.0,3,19.561009
1.0,3,19.562478
1.0,4,19.564415
1.0,4,19.566456
1.0,4,19.568301
1.0,4,19.570375
1.0,4,19.572291
1.0,3,19.573788
1.0,4,19.575771
1.0,4,19.577883
1.0,3,19.579437
1.0,3,19.58093
1.0,3,19.582276
1.0,3,19.583701
1.0,3,19.585246
1.0,4,19.587233
1.0,3,19.588688
1.0,3,19.590193
1.0,3,19.591795
1.0,3,19.593217
1.0,3,19.594715
1.0,3,19.5962
1.0,4,19.598075
0.75,4,19.60011
1.0,3,19.601692
1.0,3,19.603009
1.0,4,19.604756
1.0,3,19.606235
1.0,4,19.608235
1.0,4,19.61026
0.75,4,19.612177
1.0,4,19.614231
0.75,4,19.616175
1.0,3,19.617755
0.75,4,19.619687
1.0,3,19.62115
1.0,3,19.622674
1.0,4,19.624691
1.0,3,19.626257
1.0,3,19.627728
1.0,3,19.629217
1.0,3,19.630671
1.0,3,19.632063
1.0,3,19.633494
1.0,4,19.635516
1.0,4,19.637471
0.75,4,19.639558
1.0,3,19.641025
1.0,3,19.642379
1.0,3,19.643815
0.75,4,19.64572
1.0,3,19.647209
0.75,4,19.649192
1.0,3,19.650675
1.0,4,19.652657
1.0,4,19.654782
1.0,3,19.656242
1.0,3,19.657832
1.0,3,19.65944
1.0,3,19.660791
1.0,3,19.662221
1.0,3,19.663615
1.0,4,19.665396
1.0,4,19.667434
1.0,4,19.669338
1.0,3,19.670906
1.0,3,19.672357
1.0,3,19.673831
0.5,4,19.675674
1.0,4,19.677683
1.0,3,19.679293
1.0,3,19.680874
1.0,3,19.682426
1.0,3,19.684018
1.0,3,19.685408
1.0,3,19.686933
0.5,4,19.688752
1.0,4,19.690803
1.0,3,19.692393
1.0,3,19.693885
1.0,3,19.695244
1.0,3,19.696739
1.0,3,19.698314
1.0,3,19.699803
1.0,3,19.701182
1.0,3,19.70265
1.0,3,19.704067
1.0,3,19.705483
1.0,3,19.706824
1.0,3,19.70841
1.0,3,19.709835
1.0,3,19.711149
1.0,3,19.712527
1.0,3,19.713918
1.0,3,19.715245
0.75,4,19.717076
1.0,3,19.718609
0.75,4,19.720512
1.0,3,19.72186
1.0,3,19.723201
1.0,4,19.725234
1.0,3,19.726765
1.0,3,19.7282
0.75,4,19.730213
1.0,3,19.731703
1.0,3,19.733243
1.0,3,19.7347
1.0,3,19.736123
1.0,4,19.738094
1.0,3,19.739567
0.75,4,19.741597
1.0,3,19.743169
1.0,4,19.745295
1.0,3,19.7468
1.0,3,19.748158
0.75,4,19.750115
1.0,3,19.75139
1.0,3,19.752682
1.0,4,19.754631
1.0,3,19.756108
1.0,3,19.757555
1.0,3,19.759073
1.0,4,19.761077
1.0,3,19.762537
1.0,3,19.763972
1.0,3,19.765575
1.0,3,19.767208
0.75,4,19.769319
1.0,4,19.771177
1.0,3,19.772708
1.0,3,19.774276
1.0,3,19.775858
1.0,3,19.777257
1.0,3,19.778771
0.75,4,19.780738
1.0,3,19.782071
1.0,4,19.783892
0.75,4,19.785758
1.0,3,19.787123
1.0,3,19.788569
1.0,3,19.790129
1.0,3,19.791506
1.0,4,19.793564
1.0,3,19.795141
1.0,4,19.797091
0.75,4,19.799021
1.0,3,19.800534
1.0,4,19.802593
1.0,3,19.80403
1.0,3,19.805571
1.0,3,19.807106
1.0,3,19.808708
1.0,3,19.810155
1.0,3,19.811756
1.0,4,19.813718
1.0,3,19.815199
1.0,4,19.8172
1.0,3,19.818721
1.0,4,19.820678
1.0,4,19.82257
1.0,3,19.824027
1.0,4,19.825972
1.0,4,19.827908
1.0,3,19.829541
1.0,3,19.831051
1.0,3,19.832606
1.0,4,19.834593
1.0,3,19.83596
1.0,3,19.837522
0.75,4,19.839555
1.0,3,19.840975
1.0,3,19.842561
1.0,3,19.84419
1.0,4,19.846191
1.0,3,19.847762
0.75,4,19.849781
0.5,4,19.851582
1.0,3,19.853186
1.0,4,19.855192
1.0,3,19.856606
1.0,3,19.858105
1.0,3,19.85956
1.0,3,19.860998
1.0,3,19.862432
1.0,3,19.863925
1.0,3,19.865209
1.0,4,19.867017
1.0,3,19.868467
1.0,3,19.870045
